"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"","0","1","0","1","0.000000","10","0"
"/Game/FirstPersonBP/UI/Materials/Burn.Burn","0","15","15","1","10.758961","0","0"
"/Game/FirstPersonBP/UI/Materials/TextButton_Main.TextButton_Main","0","15","15","1","12.278556","0","0"
"/Game/FirstPersonBP/UI/Materials/TextButton.TextButton","0","15","15","1","8.879151","0","0"
"/Game/FirstPersonBP/UI/Materials/Rounder_button_brush.Rounder_button_brush","0","15","15","1","8.081721","0","0"
"/Game/FirstPersonBP/UI/Materials/DownMenu_ImageChange.DownMenu_ImageChange","0","15","15","1","8.233066","0","0"
"/Game/FirstPersonBP/UI/Materials/Generic_Glow.Generic_Glow","0","15","15","1","8.181552","0","0"
"/Game/FirstPersonBP/UI/Textures/BG_UI.BG_UI","0","15","15","1","7.989048","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","40","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Movies/My_Player_Video_Mat.My_Player_Video_Mat","0","40","40","1","46.549427","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","33","33","1","30.266926","0","0"
"/Game/FirstPersonBP/UI/Materials/Cursor_flipbook.Cursor_flipbook","0","15","15","1","8.257214","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","138","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","31","31","1","19.481924","0","0"
